Symbol,marketCap,trailingPE,forwardPE,pegRatio,priceToBook,trailingEps,forwardEps,bookValue,payoutRatio,beta,fiveYearAvgDividendYield,52WeekChange,averageVolume,enterpriseToRevenue,profitMargins
AVGO,0.5258674765407937,0.5325678893059956,0.5247703176354956,0.036041178334364654,0.15248186567725897,1.1540486879037966,1.999613241206779,-0.09945656856747609,0.09776355123391797,0.7349431558980675,0.354600617311999,2.3571068047353254,-0.5383568619327999,1.8647967803012901,0.995773209162888
AXP,-0.2865201897770151,-0.36226058235789516,-0.30636730136989887,-0.15920854443617208,-0.18660339592722303,0.17464212506826,0.059646597980193866,-0.09995025312305116,-0.41174407205855157,0.6285612692543933,-0.6157731727625521,0.9944649876058538,-0.5340809188119374,-0.36779433635909237,-0.048623660424969066
BA,-0.3925176415316773,-0.9615997779539072,1.3963606107406015,-0.9850188473017207,-0.31029235084936624,-0.8609003499999272,-0.34927697914480166,-0.10169057147103096,-0.6207233940424549,1.4069653178666446,0.07650568966868243,-0.86155206956774,-0.24307904769591449,-0.5423622953406019,-1.4257960499087505
BAC,-0.04771585154574213,-0.5566135092089015,-0.9077486674932527,-0.13360202341708527,-0.2865945198495664,-0.4355882620254931,-0.4636096140117677,-0.10011214260442916,-0.2917763408370975,1.046304775342968,0.03508729618989072,0.42687259897033564,1.6982485080634315,-0.4754315307983639,0.764753298815331
BK,-0.5216139151740633,-0.5111835902373822,-1.0324617943147492,-0.2104215864743456,-0.28506164253054345,-0.3636022098683296,-0.34835494176684223,-0.09973350980216479,-0.20611410297677002,0.33276773078173727,0.360517530666112,0.5237328393263605,-0.4981814907907636,-1.5748965459980508,0.18942165567599706
BKNG,-0.371553151638735,-0.11175284945018217,-0.0758552866692769,-0.2616346285125192,-0.31029235084936624,8.138016592142366,8.852195034201065,-0.10403410220494838,-0.5538378315425072,1.0826302976115396,-1.3908888221513702,0.37800285064597666,-0.7041079328886252,0.16432481215068862,0.3952987597674558
BLK,-0.38628807499862927,-0.34936239208189096,-0.20578633647189956,-0.08238898137891175,-0.24847169821930262,1.9709913165130746,1.5312182532034022,-0.09417050831074314,-0.10228416301099381,0.9996005324262333,0.09425642973102166,-0.04233198618489542,-0.6839570130434909,0.3159954043151167,1.1680032474916904
BMY,-0.4329133173249093,-0.9615997779539072,-1.396025826536639,-6.1639377234120225,-0.19434172934279872,-0.8318417601383198,-0.30870733451458787,-0.10076910404528547,-0.01337406779103298,-1.5431860263737895,0.5321080179353923,-1.6732261171662917,0.24342690212345336,-0.33941725782510257,-2.216174533440011
BRK-B,1.046361956942326,-0.6760353056726494,0.3196229839348401,-0.2552329982577475,-0.3102702683980883,2.2959191849655918,0.26433889588718146,9.899991890151874,-0.6207233940424549,-0.25103530567745147,-1.3908888221513702,0.11301552344243829,-0.5163289950187961,-0.9412070267355755,0.7345816650877158
C,-0.37922961575434255,-0.3960976487206527,-1.1349647242486185,-0.2104215864743456,-0.29697839800915193,-0.40058586969219345,-0.2957988112231562,-0.09843248463821945,0.0006323170723854268,1.3265302328433788,0.7983691188704826,0.4133846898749648,0.2078778871985164,-1.7598368164437086,-0.3689754185328863
CAT,-0.28900694596530235,-0.48160721336673346,-0.3912475385269376,0.16407378342979853,-0.10999879130770684,0.8337437769292617,0.4238513622741583,-0.10005186761263217,-0.3867761686063707,0.46509641904581994,-0.02999875070535374,1.1232437948860128,-0.5766167106572782,-0.34920245731958177,0.02384742058744066
CHTR,-0.5298531215247262,-0.6902553548819917,-1.2226761108964816,-0.2712370738946768,-0.2411250646668853,1.413594729167698,0.943880443443262,-0.09885998488907626,-0.6207233940424549,-0.08757045546887876,-1.3908888221513702,-1.3438365541137014,-0.6235606516444617,-0.42924538918442195,-0.5893466648767444
CL,-0.4575816214989425,-0.03194081998041044,0.7356092248862666,0.448946329767139,6.802511345882405,-0.41907769960412533,-0.4511621094093157,-0.10097091992787939,-0.00210806257480507,-1.501671143781136,-0.00041418393478800383,-0.12247481253672993,-0.4589478586596729,-0.09635290238223823,-0.24015437452919475
CMCSA,-0.3136699736503362,-0.6381543756707243,-1.1298514727857654,-0.21362240160173146,-0.2707589988722381,-0.37813150479913327,-0.42027385724767574,-0.10043915884295944,-0.3030423460533255,-0.0460555728762253,-0.05366640412180622,-0.745232058523756,0.6246159852913842,-0.5388396235225894,-0.2831193725579806
COF,-0.4991960960019114,-0.6099894635315902,-1.0995607780730987,-3.9937850670444175,-0.28826114515114026,0.21624874237010672,0.11542985934673775,-0.0974169820590311,-0.4300132697064887,1.261663228792358,-0.3376782451192356,1.2153783583978466,-0.5561496194415625,-0.48599954625240155,0.2099058285744026
COP,-0.33042947647273413,-0.5251551268143437,-0.6410336901300202,0.13846726241071172,-0.24814831864824907,-0.04395772139064942,-0.18331025111210897,-0.09989452573293704,-0.20926046479391475,0.7531059170323531,0.14159173656392662,0.06237983894072534,-0.38968874986247676,-0.3934315590346279,0.16028532310570173
COST,0.02586787851126113,0.5764017719969063,2.9480843242977084,0.9066628929833151,0.030514469757129997,0.3800335215900751,0.1749012702251194,-0.09977559438723022,-0.34973027529894524,-0.5805596862566381,-0.9589541473011127,0.8382014067297434,-0.5986880969124448,-0.669569888768832,-1.0158167916099758
CRM,-0.09699267009242533,1.0976515008175773,0.8181373400830256,0.0008322119331202998,-0.21476478575118865,-0.35039375993123534,-0.12107272809984924,-0.09939989054876161,-0.6207233940424549,0.7634846376805164,-1.3908888221513702,0.5577691600863524,-0.37183471126180995,0.5584726477883123,-0.3402088363759196
CSCO,-0.23925243344412142,-0.5100335966122282,-0.6531006672520278,0.4201389936206663,-0.22181831663056634,-0.4098317846481594,-0.45531127761013307,-0.10068470364117077,-0.13943155186090786,-0.3444437915109218,0.40193592414490364,-0.5493388681850273,0.46890195150179764,-0.32239101070470866,0.5190911241997955
CVS,-0.46911444974919625,-0.6523929955398577,-1.3419308331184998,0.6089870861364314,-0.2900039408668889,-0.250669962906174,-0.2492359236362063,-0.09946019123322349,-0.17911628867481844,-1.229229726766848,0.30134839712498074,-1.2106005919159435,-0.07959067729584522,-0.8525531193155939,-1.0671381489799883
CVX,-0.04004152612537989,-0.49635635296988273,-0.8192247024663758,0.2857047582704607,-0.27078023987448496,0.09010804547085689,0.032907514019371156,-0.09874375127318129,-0.04554815475990014,0.3742826133743907,1.2243868803666267,-0.5569271396625586,-0.2270710714703884,-0.6110543957918462,-0.43915404698265853
DE,-0.39015424278739264,-0.5932454441056325,-0.40597037619307286,-1.234682427237817,-0.20187903444799185,1.6394592230920093,0.6349979218268617,-0.09894058277878943,-0.4633038076427297,0.16151884008704173,-0.5980224327002126,-0.453577043706761,-0.6265546968647553,-0.3740568640355591,-0.005658736346266075
DHR,-0.25226022770066503,0.47796024937255294,1.2686109344968752,0.8298433299260547,-0.2364854859927857,-0.2678409478243965,-0.22849008263211976,-0.09912413117665717,-0.4251414836670388,-0.3236863502145951,-1.1660461146950718,-0.08234126844110193,-0.5619125445952627,0.6893986170244444,0.15370376574845226
DIS,-0.20554428596288724,1.2369287377443143,0.2969384195500165,-0.14960609905401454,-0.26477791131516715,-0.5194619191260414,-0.3727889322827664,-0.09960234874797741,-0.4339715958635417,1.046304775342968,-0.5743547792837603,-0.2947980468683439,-0.02532047190501993,-0.3699470802478777,-0.969376139695901
DOW,-0.5264058882294146,0.10888935290107064,-0.5694849719647193,-0.3448558218245512,-0.26361154313707397,-0.5161598066417679,-0.4299552497162495,-0.10030494036165191,1.0709028126140372,0.8335410020556194,1.5675678549051875,-0.4287999419548846,-0.41762981488662293,-0.6858133199296675,-1.0141898823963216
DUK,-0.45544843690635456,-0.37073785208396765,-0.26195300148440714,0.22488927085012964,-0.2751379646437447,-0.2737847502960889,-0.33636845585337,-0.09940690464627251,0.1495262779030733,-1.3485850142207265,1.0409625663891204,-0.5662015321896516,-0.5372044844276699,0.17137015578671358,-0.483154420118847
EMR,-0.4867725245983614,0.02347756009881305,0.01789084316395273,-0.037577569595509834,-0.24711855674626576,-0.40190671468590283,-0.358036334235416,-0.10004901572683103,-0.0001796472675228017,0.9918164919401105,0.09425642973102166,0.2383097269534778,-0.5566832654440705,0.00893584417835823,3.909406909892917
F,-0.5087190736872086,-0.5575718057007294,-1.3928479825135436,-1.2890962844033764,-0.28547105609444495,-0.5630498039184523,-0.5382946416264794,-0.10070222603861559,0.007128031791652044,1.6638386539086876,2.0172532698177843,-0.46028397119573555,2.50332995161932,-0.7339565014425055,-1.0542708345961522
FDX,-0.480613355482895,-0.48738924662154803,-0.6909477255261437,-0.287241149531606,-0.25814639364931774,0.5174014009358548,0.3528544841712843,-0.09822437405273114,-0.33196857566255933,0.6181825486062299,-0.44418268549327167,-0.16771906034646586,-0.6093008955726398,-0.928290563402863,-0.8463232169301524
GD,-0.45219234364449873,-0.21998306459066821,-0.044870127499757856,-0.0663849057419825,-0.2312444863303755,0.18190677253366178,0.12418921443735213,-0.09896994949474168,-0.17536095360274243,-0.8011075000301093,-0.00041418393478800383,0.5234742256225168,-0.6604320319639242,-0.5245532322606496,-0.6373402685267994
GE,-0.26052186693503226,0.3964700502286998,1.7673286592798791,-0.08238898137891175,-0.18127534160599784,-0.3754898148117144,-0.39768394148767033,-0.10027734643957605,-0.556578207129876,0.64931871055072,-1.1068769811539405,2.509759489877744,-0.1919317365144362,-0.4130019580235864,-0.8441046996601641
GILD,-0.44890805707159903,4.71189222681555,-1.070413105899017,0.4841552961683833,-0.21113829095408995,-0.6033355762265897,-0.2990259420460142,-0.10061818533180913,7.893636169778656,-2.0283912166754265,0.975876519493876,-1.0900022496797237,-0.26976439966852256,-0.20242446490239321,-1.0870307212170682
GM,-0.5053056302156812,-0.7889017317471939,-1.6001918647534845,-0.41847456975442576,-0.2944045113064996,-0.08622476118935098,-0.1823882137341496,-0.09942257717184633,-0.5724115158179099,1.3654504352739911,1.0113779996185543,0.4123455082010311,0.26503666597018266,-0.7500042286134513,-0.7646823108771763
GOOGL,3.3536499552149066,-0.15301288283485243,0.17683382673339906,-0.19121669571003053,-0.15870857360541019,-0.1965153181640877,-0.23310026952191676,-0.10037040527175367,-0.6207233940424549,0.17968160122132792,-1.3908888221513702,1.0758507050552821,1.178080988742386,0.29407655744748334,0.6977545239201849
GS,-0.3335829435846439,-0.4236155199765436,-0.8743788856180535,-0.3480566369519371,-0.2807671926184716,1.0688541858095388,1.257373151949459,-0.09280201420883578,-0.19555858685707037,1.124145180204193,-0.05958331747591921,0.4054818065698553,-0.5773150953719867,-0.5000902335244516,0.2721717242288596
HD,0.044642750356785076,-0.24666834601107526,0.3328314302509832,1.0763060947347651,6.677904113228359,0.3714480291309638,0.1311044947720476,-0.10095108519059581,-0.059148557453364434,-0.004540690283571833,-0.03591566405946673,-0.07784314741599323,-0.5098900246719381,-0.42944109317431156,-0.48418964732608455
HON,-0.359857985491723,-0.24704893418482182,0.0038826634325111486,0.19928274983104283,-0.14412692361454274,-0.0565057488308889,-0.1284490271235245,-0.10032891161798038,-0.12441017097438703,0.07329971457765312,-0.2134230646828602,-0.6296866553660252,-0.5447773380855873,-0.17287316242906595,-0.07006918439802917
IBM,-0.31276419718666604,-0.36923094866452894,-0.25062649171255713,1.1115150611360096,-0.16996982137647973,-0.04461814388750412,-0.14873384943863133,-0.10032752421407712,0.14333504981127237,-0.7025096538725576,1.4728972412393775,0.4350965753533165,-0.4378962166300468,-0.31006165934166485,-0.2431123778358238
INTC,-0.3480244442012487,0.042781871303489837,-0.27074224258642904,-0.3256509310602362,-0.28367649160045616,-0.5630498039184523,-0.5378336229374997,-0.10033852067464367,-0.09751387251403251,0.06551567409153089,0.3309329638955465,-0.6043661133517227,2.3138413689444755,-0.33491606605764207,-0.673353958785007
INTU,-0.267104021576185,1.058801302185272,1.8343645533559818,0.2825039431430749,-0.08682165433754709,0.02142410579796699,0.24082694274921676,-0.09942679076888584,-0.27239069222178647,0.6181825486062299,-1.0240401941963568,0.7496157443835794,-0.6428831170469514,-0.928290563402863,0.13943132584388476
JNJ,0.08174570968344981,-0.26229014897873104,-0.5256510254630774,0.3113112792895475,-0.20027889609944335,-0.18264644573013872,-0.12337782154474779,-0.10023061148216825,0.0971545779789868,-1.1851201640121536,0.19484395675094485,-0.8100621417332078,-0.25049021448883774,-0.09048178268555082,2.1043591942050903
JPM,0.43969279485819573,-0.5991003727177251,-0.7757272940140673,2.615898171007358,-0.2720484495023778,0.467209291174897,0.13294856952796652,-0.09823375187541054,-0.36038732755935043,0.34314645142990063,0.2835976570626415,0.6279910375322104,-0.18496076816256157,-1.201101925308944,1.2645079574702953
KHC,-0.5187282376843279,-0.46112642406453525,-0.7971983379199166,0.40733573311112303,-0.2911847533982464,-0.47587403433363046,-0.4806673055040166,-0.09993005868845932,0.08842596132497232,-0.8114862206782727,1.4196450210523597,-0.9003540030666698,-0.22153636345078148,-0.46251506746565135,-0.43257248962540906
KO,-0.09246556741829318,-0.17438446475347533,0.3134560869832518,0.6217903466459748,-0.09300075752499277,-0.46266558439653627,-0.489426660594631,-0.10082048937503567,0.13947821919670783,-1.0346287146137851,0.40193592414490364,-0.6702518313389378,0.13472285129459657,0.3298903875972773,0.5131751175865374
LIN,-0.21479659381234031,0.07533667932492515,1.0591516360931141,0.5033601869326985,-0.19785029862409192,0.2235133898355086,0.16060969086674853,-0.09890266040543379,-0.20976794250635744,-0.10832789676520549,-0.515185645742629,-0.13171921466128592,-0.570335032515437,0.38879728855404233,0.20665202493711077
LLY,0.7282760923022857,2.4663537726651557,2.5292321628374013,-0.21362240160173146,0.7972794636247486,-0.18066517823957465,0.23621675585941967,-0.10061253294553661,0.08030631792588915,-1.6028636701007288,-0.5506871258673078,1.684312118797957,-0.5405719536721364,2.8055458597005245,0.04558874489116355
LMT,-0.3916419004669265,-0.42910906165735596,-0.1826348128480222,0.9514743047667172,0.04567852118351885,1.1791447427842758,0.6621980244766641,-0.10026324116655962,-0.1638919877502002,-1.343395653896645,0.15342556327215287,-0.4965214990854486,-0.6514208427176388,-0.570152261904923,-0.4981662868999891
LOW,-0.3497310761742557,-0.4075605697691454,-0.09229492841594562,0.6089870861364314,-0.31029235084936624,0.24530733223171408,-0.008123149299822332,-0.10165177554706956,-0.2862955612436079,0.36130921256418685,-0.3909304653062537,-0.1996556862943249,-0.5741249994871551,-0.5382525115529205,-0.5562170722125495
MA,0.18296025832391055,0.14837580945286935,1.0577652164281341,-0.04077838472289569,0.912264346431946,0.20502155992357662,0.13248755083898675,-0.10077822494131614,-0.429505791994046,0.2160071234898997,-1.0891262410916012,-0.14183593429257393,-0.5739915116903479,2.273231007200854,2.190880643023822
MCD,-0.23143124054297246,-0.23685865509185122,0.2685986059775835,0.5193642625696276,-0.31029235084936624,0.1495460701877809,-0.013655373567578717,-0.10114545020037595,-0.07051605821208087,-0.7180777348448026,-0.0655002308300322,-0.81784473254807,-0.5194729469738673,0.9232648849424983,1.249496090689153
MDLZ,-0.42419407536261877,-0.25982554812100606,0.06061677712113572,0.2889055733978466,-0.2395760110788385,-0.41973812210098,-0.4543892402321737,-0.10043363492001128,-0.08411646090554528,-1.0761435972064386,-0.13650319107938966,-0.8739695118516003,-0.20646298491373796,-0.32199960272492956,-0.33983905638255796
MDT,-0.3961394516804794,-0.14394428420490976,-0.3635024169025013,0.8810563719642284,-0.2653230820297101,-0.41907769960412533,-0.3769381004835837,-0.0999773331918295,0.26533269188249714,-0.5234767226917396,0.10017334308513491,-0.8901993443353723,-0.3326964188374466,-0.16817626667171592,-0.2564973427983197
MET,-0.5072780926411306,-0.19224534068499396,-1.3067917082739717,-0.5497079899772455,-0.2723677571308444,-0.4362486845223478,-0.16994070913169765,-0.09995369594014442,0.10974006584578266,0.12519331781846996,0.6445293716635415,0.35524923826215965,-0.5202141185864093,-0.7460901488156596,-0.958875227957368
META,1.5822250701547578,-0.14247650844048054,0.18378516263186245,-0.31604848567807864,-0.1458323149245581,0.5220243584138379,0.43675988556559003,-0.09946381389897087,-0.5914926767908,0.5169900222866367,-1.3908888221513702,2.128358059874563,0.33843114980591527,0.615618212836071,1.1533608353235463
MMM,-0.5003975665968871,-0.9615997779539072,-0.6508466449681202,-1.3819199230975658,-0.07340982477730841,-1.4678286246094068,-0.27228685808519143,-0.10075217257913278,0.005199616484369776,0.13038267814255164,1.1474670067631563,-0.1806965899189845,-0.3496269684734621,-0.5380568075630311,-2.8127298503044074
MO,-0.4601650404679517,-0.6740778351670599,-1.1717749251028546,0.20568438008581452,-0.31029235084936624,-0.3114288326168074,-0.3838533808182793,-0.10105460093737759,0.20311592433702225,-0.7518085769513336,3.2953065543062174,-0.749734700364871,0.06798456828987234,-0.0065247710229189146,1.8450161063962298
MRK,0.012650429677021305,3.4562901916398197,-0.6309156823396926,-0.47929005717475687,-0.1387330256171622,-0.5670123388995806,-0.16717459699781942,-0.10056864987392994,2.762427422232498,-1.5224285850774628,0.31909913718732025,-0.3258757177750123,-0.21809577194725002,0.19231048270489917,-0.9399440067949426
MS,-0.31258139338139257,-0.42480196128033654,-0.684223835101462,-0.008770233449037252,-0.2741819715889549,-0.26387841284326824,-0.27735806366396815,-0.09954949893632933,-0.007182839699232062,1.0904143380976625,0.354600617311999,-0.28376240775299405,-0.22251741025374516,-0.9288776753725319,0.07465112737879308
MSFT,5.156775236859293,0.14849864695804008,1.5099723432473557,0.11606155651901084,-0.05426343923190783,0.13567719775383205,-0.016882504390436644,-0.10010307309372825,-0.36921742960629916,-0.2795767874599008,-0.8346989668647373,0.2968212668254638,0.5503918873110686,1.593551050314326,1.4760789221266841
NEE,-0.32823214663370137,-0.357377507765152,0.12290827929706684,0.2761023128883032,-0.24676621256201303,-0.38539615226453505,-0.458538408432991,-0.1003698400331264,-0.0889882469449951,-1.2188510061186846,-0.08325097089237168,-0.8659909685091742,0.027368144189569715,0.7535895257082281,0.8245049656092364
NFLX,-0.12712451323974824,0.3042414695304057,0.942771963265817,-0.19441751083741637,-0.059716776012074924,0.3258788768479888,0.4021834838921124,-0.09970437432019644,-0.6207233940424549,0.6052091477960253,-1.3908888221513702,1.561410766230824,-0.49925220086465083,0.5234416335980766,0.14460805348073358
NKE,-0.33779308225687404,-0.10706749405531525,0.6330424883419433,0.036041178334364654,-0.10042170670994316,-0.40256713718275755,-0.44609090383053895,-0.10073621743424535,-0.1968780289094214,0.26271136640663484,-0.7991974867400586,-1.4019454625976764,-0.14558907046385408,-0.39480148696385503,-0.4677727289742938
NVDA,3.6268447003215787,1.3907122768858984,1.247835549928224,-0.2584338133851333,0.7811736977458273,0.1587919851437469,0.8092629862611891,-0.10052998241329292,-0.6071229908415128,1.970010913029507,-1.3139689485478998,5.311261597371554,2.534936895507773,6.154236830701208,2.3946870708505577
ORCL,0.0036764644277412543,0.0017442128993045774,0.06647384159911433,0.06484851448083724,0.902726158642254,-0.37681065980542383,-0.34097864274316697,-0.10092552098904509,-0.19220919335673156,0.055136953443367526,-0.4856010789720635,-0.009946035970569185,-0.20206576138489388,0.551035896172508,0.281045882048912
PEP,-0.1413575457081359,-0.1251755583955964,0.22916373095623982,0.4105365482385088,-0.03761639875201951,-0.18859024820183118,-0.22111378360844453,-0.10062221908019453,0.15267259912200104,-1.1721467632019493,0.23034543687562356,-0.8592784354507549,-0.3551622868625103,-0.33217621019918797,-0.47849549096082383
PFE,-0.30275294913250117,-0.9615997779539072,-0.9373053472096274,-3.4752530164079105,-0.27246933698138354,-0.6304128985976329,-0.5023351838860626,-0.10057304331962358,3.877964726732954,-1.0709542368823568,0.987710346202102,-1.438331456266662,1.7914043129299317,-0.14410467591529705,-1.2593344138282054
PG,0.1368250738161741,-0.11433152271388959,0.6648616739926791,0.4585487751492965,-0.14132043528617533,-0.22293221803827612,-0.30686325975866907,-0.10044190795810107,0.003271201177087508,-1.4419935000541968,0.04692112289811696,-0.412140280466163,-0.3352698584757565,0.03653010675278968,0.11295727019963812
PM,-0.3143031211084303,-0.36180725647253953,-0.4653733746215917,-0.031175939340738135,-0.31029235084936624,-0.28897446772374724,-0.31055140927050673,-0.10114848193483121,0.4041786955023621,-0.8971106660256205,1.8634135226108433,-0.523273694445832,-0.3479436305913656,0.15864939644389067,0.4210333145850451
PYPL,-0.47191691326079255,-0.4399792665200924,-0.5396981582937853,-0.24242973774820412,-0.23865717584031526,-0.36492305486203896,-0.4041382031333861,-0.10047299608259995,-0.6207233940424549,1.191606864417255,-1.3908888221513702,-0.921407597739766,0.2053848332156226,-0.5034172013525746,-0.16324628855684165
QCOM,-0.220805141022155,-0.20741958759877419,-0.23113560351540766,-0.037577569595509834,-0.13429207797497636,-0.1311334909754713,-0.11369642907617401,-0.10041580421058798,-0.18764191424385573,0.9191654474029669,-0.00041418393478800383,1.429605769560626,-0.20616622329138934,0.15806228447422188,0.48566568683488803
RTX,-0.34594004371553344,0.29708296888256175,-0.15844720847648985,-0.018372678831194804,-0.26250396832064116,-0.45936347191226273,-0.34835494176684223,-0.0998091490075571,0.3222717318167849,-0.9879244716970499,0.15342556327215287,-0.3773735843078934,-0.23464392512830579,-0.44568452433514705,-0.8554930271807022
SBUX,-0.4450339433275083,-0.3265874168899986,-0.0646105067130649,0.2536966069966022,-0.31029235084936624,-0.3873774197550992,-0.4354874739840059,-0.10116978115401268,-0.005558911019415492,-0.03567685222806193,-0.2370907180993127,-1.4902905702637215,-0.1637636750950793,-0.3662287044399757,-0.37600067638613005
SCHW,-0.33810989014963405,0.04152795765342762,-0.13990230704893894,-0.06958572086936834,-0.24011232601513802,-0.46926980936508333,-0.42027385724767574,-0.1003811961910012,-0.19606604427040458,0.04216355263316303,-0.5743547792837603,1.1834044932886494,-0.28163657359690325,0.5173748099114993,0.7155025437599587
SO,-0.44494035589688363,-0.34204413331323086,-0.05168453011061763,0.2761023128883032,-0.2603577972665439,-0.37218770232744086,-0.42949423102726975,-0.10014127808639751,0.11552530161807517,-1.2837180101697057,1.0172949129726678,-0.54788139285905,-0.42591051398558866,0.20718398593650755,0.01667418861878259
SPG,-0.5008070486817912,-0.31504898356612504,0.55635327544191,0.31771290954431924,0.02469345736064223,-0.1667963058056257,-0.3377515119203091,-0.10074305168310213,0.4625386324332723,1.858439666061751,2.330849677585779,0.35718203860671544,-0.6336172206328213,1.5837658508198467,1.765889517943905
T,-0.37260924559522995,-0.6759729410460509,-1.2753052131578562,1.4379982041293657,-0.2855113359477871,-0.504272201698383,-0.5226200062011694,-0.10060351482016545,-0.014997996470849663,-0.7362404959790886,2.8219534859771676,-0.6318593256022164,1.5651088049486235,-0.46545062731399506,-0.3944142469698954
TGT,-0.46351347228729617,-0.4048551809168133,-0.3560420619768195,-0.2552329982577475,-0.19381532301455318,-0.03603265142839294,-0.14412366254883432,-0.10023061148216825,-0.12572961302673802,0.4313655769392893,-0.0655002308300322,-0.5473977352372429,-0.49109717683364396,-0.7662476597742869,-0.9328447988590332
TMO,-0.18648788689069362,0.19746550415596123,0.647317962806692,0.7210156155949361,-0.2073630126497325,0.4011670414894259,0.4971533338219309,-0.09791452051433742,-0.5269415127830441,-0.4767724797750044,-1.2607167283608816,-0.4186553944588503,-0.6393733706857234,0.209336729825293,-0.16760934343411943
TMUS,-0.23533915191630467,-0.25660664426694996,-0.390906878140412,-0.31604848567807864,-0.24336771224168657,-0.14103982842829194,-0.1141574477651537,-0.09962339104051011,-0.44117777938022806,-1.3044754514660324,-1.3908888221513702,-0.14310848945766214,-0.4568502630377821,-0.1746344983380722,-0.39352684597790677
TSLA,0.4980237250876581,0.49906194190609826,4.34521095359029,0.9322694140024019,-0.11789559383594693,-0.36888558984316727,-0.4746740625472805,-0.10045943035554589,-0.6207233940424549,3.7785029859719717,-1.3908888221513702,-0.43377847543159753,5.504632159384934,0.23203839265248494,-0.15518572954627766
TXN,-0.29242614205871215,-0.08295845815531536,1.1857429953298324,0.5417699684613286,-0.10473648631536277,-0.2031195431326348,-0.3331413250305121,-0.10049861166948042,0.18241083366936015,0.08886779554989818,0.17117630333449235,-0.36509935371821556,-0.393744166504206,1.0132887202917071,1.382310439156794
UNH,0.2605856540671054,-0.01486057387192154,-0.2600490791417553,-0.10799550239799854,-0.2048923791751839,0.4559821087283668,0.8037307619934324,-0.09840411993619734,-0.15475735847756888,-1.1072797591509282,-0.5802716926378733,-0.576610119974657,-0.4510398511415506,-0.6707441127081696,-0.9183505826565512
UNP,-0.3233838650108334,-0.23847543754248102,0.1015918529079361,0.13206563215594003,-0.10957051901023367,0.06501199059037793,-0.04131649490636081,-0.10031840331804646,-0.11659503450187797,0.21081776316581802,-0.1246693643711634,-0.006671686506191558,-0.5845375969706114,0.5253986734969724,0.7435296250902683
